Datetime,ZoneMeanAirTemperature 1,ZoneMeanAirTemperature 2,ZoneMeanAirTemperature 3,ZoneMeanAirTemperature 4,ZoneMeanAirTemperature 5,Environment,HeatInput 1,HeatInput 2,HeatInput 3,HeatInput 4,HeatInput 5,Total Solar Radiation
21-Jan-2021 19:45:00,21.6438422032349,21.5187341712372,21.4323561122916,19.0358516121271,18.7517653188609,4.975,0,0,0,6600,1800,0
21-Jan-2021 20:00:00,19.1158659347794,18.9916500495801,19.4453470076154,21.659991597076,20.9587436840654,4.8,4200,4200,4200,0,0,0
21-Jan-2021 20:15:00,21.6386044309608,21.5152727405539,21.5091567887801,19.0344412486176,18.7427801851075,4.625,0,0,0,6600,1800,0
21-Jan-2021 20:30:00,19.1112576026839,18.9888028364155,19.4991446843238,21.6592181349301,20.9502852093116,4.45,4200,4200,4200,0,0,0
21-Jan-2021 20:45:00,21.6343912234743,21.5128064649407,21.5496776214385,19.034070995797,18.7346227921966,4.275,0,0,0,6600,1800,0
21-Jan-2021 21:00:00,19.1072614182613,18.9865399165647,19.5313794386178,21.6590708275029,20.9422638576043,4.1,4200,4200,0,0,0,0
21-Jan-2021 21:15:00,21.6302466097941,21.510381674959,19.3429254676364,19.033772381331,18.7264041963224,4,0,0,4200,6600,1800,0
21-Jan-2021 21:30:00,19.1032144549642,18.9841994041058,21.4559797134746,21.6587156599163,20.9345570649973,3.9,4200,4200,0,0,0,0
21-Jan-2021 21:45:00,21.6274595942967,21.5092877279009,19.4710110500034,19.0345290602977,18.7203345389924,3.8,0,0,4200,6600,1800,0
21-Jan-2021 22:00:00,19.1011508476337,18.9838154432179,21.5362198586499,21.660182170725,20.9291776920189,3.7,4200,4200,0,0,0,0
21-Jan-2021 22:15:00,21.6259812702298,21.5094755855694,19.5271648109921,19.0365792668426,18.7154770818095,3.675,0,0,0,0,0,0
21-Jan-2021 22:30:00,19.1012612392176,18.985578520395,19.3446741296281,18.7198557053078,18.4821685157775,3.65,0,0,0,0,0,0
21-Jan-2021 22:45:00,18.8051345693042,18.6902680607518,19.224748276389,18.501845190558,18.3238963554169,3.625,0,0,0,0,0,0
21-Jan-2021 23:00:00,18.6014449770071,18.4873879319068,19.1363339233904,18.3377904144716,18.207081635483,3.6,0,0,0,0,0,0
21-Jan-2021 23:15:00,18.4487576822282,18.3355033723693,19.0662916290978,18.2096507766026,18.1163101966961,3.625,0,0,0,0,0,0
21-Jan-2021 23:30:00,18.3305481950099,18.218089919655,19.0080045643876,18.1073809746693,18.0439083659333,3.65,0,0,0,0,0,0
21-Jan-2021 23:45:00,18.2355388442019,18.1238699377823,18.9573005026616,18.0231023172164,17.9834287264367,3.675,0,0,0,0,0,0
22-Jan-2021 00:00:00,18.1569167364349,18.0460305750526,18.911694191462,17.9518911163121,17.9312595350217,3.7,0,0,0,0,0,0
22-Jan-2021 00:15:00,18.0900903603704,17.9799803671708,18.8695806065301,17.890298074143,17.8849820879668,3.8,0,0,0,0,0,0
22-Jan-2021 00:30:00,18.0333165869149,17.9239762364377,18.830237755765,17.8372022247109,17.8446841353313,3.9,0,0,0,0,0,0
22-Jan-2021 00:45:00,17.9831518875569,17.8745747091881,18.7926677783896,17.7897199547343,17.8077453971495,4,0,0,0,0,0,0
22-Jan-2021 01:00:00,17.9379036852543,17.8300832659042,18.7563742820221,17.7464740395264,17.7732694830136,4.1,0,0,0,0,0,0
22-Jan-2021 01:15:00,17.8963540189787,17.7892840051059,18.7210193325806,17.7064584004044,17.740630011465,4.2,0,0,0,0,0,0
22-Jan-2021 01:30:00,17.8576143993612,17.7512884984469,18.6863703161469,17.6689282580718,17.709381916046,4.3,0,0,0,0,0,0
22-Jan-2021 01:45:00,17.821031399687,17.7154433812561,18.6522659283818,17.6333284994543,17.6792059137879,4.4,0,0,0,0,0,0
22-Jan-2021 02:00:00,17.7861214138571,17.681265110127,18.6185936858212,17.5992432146504,17.6498713017003,4.5,0,0,0,0,0,0
22-Jan-2021 02:15:00,17.7525246843615,17.6483939905871,18.5852748021945,17.5663594857807,17.6212104163248,4.375,0,0,0,0,0,0
22-Jan-2021 02:30:00,17.715641541082,17.6122304156556,18.5512361145717,17.5304090755565,17.5878665067512,4.25,0,0,0,0,0,0
22-Jan-2021 02:45:00,17.6788340795202,17.576136543875,18.5172937870138,17.4945057359212,17.5541500977479,4.125,0,0,0,0,0,0
22-Jan-2021 03:00:00,17.6421700317107,17.5401801700675,18.4834563934874,17.4587217016555,17.5202456843694,4,0,0,0,0,0,0
22-Jan-2021 03:15:00,17.6056626162611,17.5043745752511,18.4497217349082,17.4230746316908,17.4862483194717,4.1,0,0,0,0,0,0
22-Jan-2021 03:30:00,17.573640049556,17.4730480377469,18.4171029941877,17.3915982236604,17.4574465750095,4.2,0,4200,0,0,0,0
22-Jan-2021 03:45:00,17.5426486347688,20.2638102076071,18.3849803385118,17.3609949159181,17.4294721295097,4.3,0,0,0,0,0,0
22-Jan-2021 04:00:00,17.5130592514049,17.9107955048962,18.3544222674854,17.3310493518004,17.402093553705,4.4,0,0,0,0,0,0
22-Jan-2021 04:15:00,17.4842701008911,17.7358535587361,18.3244373473349,17.3016334200991,17.3751789962703,4.425,0,0,0,6600,0,0
22-Jan-2021 04:30:00,17.4543067597576,17.6192915961261,18.2942895174806,20.215104080768,17.3471613124477,4.45,0,0,0,0,0,0
22-Jan-2021 04:45:00,17.4242675433778,17.5312412364581,18.2660633978123,17.7790130164911,17.3207198469018,4.475,0,0,0,0,0,0
22-Jan-2021 05:00:00,17.3942272016484,17.4609006051594,18.2383165088962,17.5941803706659,17.2948658725896,4.5,0,0,0,0,0,0
