Datetime,ZoneMeanAirTemperature 1,ZoneMeanAirTemperature 2,ZoneMeanAirTemperature 3,ZoneMeanAirTemperature 4,ZoneMeanAirTemperature 5,Environment,HeatInput 1,HeatInput 2,HeatInput 3,HeatInput 4,HeatInput 5,Total Solar Radiation
21-Jan-2021 19:45:00,24.0366848347769,23.1315013738477,21.0328467691061,23.4791077591827,23.1423571747165,4.975,4200,4200,0,6600,1800,0
21-Jan-2021 20:00:00,24.0778169083275,23.4315633813799,20.9968834940883,23.6770736490547,23.1649669826686,4.8,4200,4200,0,6600,1800,0
21-Jan-2021 20:15:00,24.1141295986986,23.6488350538532,20.9697671506038,23.8265130599461,23.1862291647137,4.625,4200,4200,0,0,1800,0
21-Jan-2021 20:30:00,24.1467670070599,23.8108468175521,20.9486952860949,20.9984692105401,23.2061704388268,4.45,4200,4200,0,0,1800,0
21-Jan-2021 20:45:00,24.1765732326071,23.9345198253565,20.9297493768384,20.5523061118517,23.2234785436143,4.275,4200,4200,0,0,1800,0
21-Jan-2021 21:00:00,24.20417789078,24.0309306765528,20.9110588908794,20.2435016508163,23.2378203693023,4.1,4200,4200,0,0,1800,0
21-Jan-2021 21:15:00,24.2300496996354,24.1076200597059,20.8923731676725,20.01353597984,23.2497244729236,4,4200,4200,0,0,1800,0
21-Jan-2021 21:30:00,24.2559809107157,24.1712990914804,20.8740503756136,19.8376397095035,23.2614672932948,3.9,4200,4200,0,6600,1800,0
21-Jan-2021 21:45:00,24.2810434718979,24.2245263488824,20.8562154866747,22.6424754383346,23.2722434681061,3.8,4200,4200,0,6600,0,0
21-Jan-2021 22:00:00,24.3053587502062,24.2699293905438,20.840975966474,23.0676932953598,20.8400495736503,3.7,4200,0,0,6600,0,0
21-Jan-2021 22:15:00,24.3289130194049,21.4882522087269,20.8282354269509,23.3567522176342,20.4656987810526,3.675,0,0,0,0,0,0
21-Jan-2021 22:30:00,21.5313343764111,21.0266939739251,20.8156104042667,20.6251273016399,20.2138789926095,3.65,0,0,0,6600,0,0
21-Jan-2021 22:45:00,21.0557020694585,20.7068674202545,20.79876794007,23.1910896088369,20.0319414986682,3.625,4200,0,0,0,1800,0
21-Jan-2021 23:00:00,23.5458262661532,20.469968730916,20.7788728195304,20.5259528056257,22.3391303105982,3.6,0,4200,4200,0,0,0
21-Jan-2021 23:15:00,20.9772560401122,23.1103584492628,22.9908393672442,20.1783567343071,20.176098361665,3.625,4200,0,0,6600,1800,0
21-Jan-2021 23:30:00,23.4676083056418,20.64718676453,21.0669931334697,22.8836378490752,22.4156185664526,3.65,0,4200,4200,0,0,0
21-Jan-2021 23:45:00,20.9137891497931,23.2111809107079,23.1721006654117,20.2997736193656,20.2204320636583,3.675,4200,0,0,6600,1800,0
22-Jan-2021 00:00:00,23.4169704228275,20.7109215282874,21.1885656180107,22.9517297937555,22.4418300756073,3.7,0,4200,0,0,0,0
22-Jan-2021 00:15:00,20.8733240445082,23.2525139408114,21.0231263881593,20.3450915952677,20.2355797407825,3.8,4200,0,0,6600,1800,0
22-Jan-2021 00:30:00,23.3845103005113,20.7380170427166,20.9169081982186,22.9832434880784,22.450483445036,3.9,0,4200,0,0,0,0
22-Jan-2021 00:45:00,20.8468931581189,23.2700163313593,20.8424100648969,20.3674378090944,20.2401338276888,4,0,0,0,6600,1800,0
22-Jan-2021 01:00:00,20.5406043355455,20.747926993945,20.7856341637046,22.9984948253112,22.4512576335943,4.1,0,4200,0,0,0,0
22-Jan-2021 01:15:00,20.3291322118861,23.2738522486834,20.7398495421568,20.377700312221,20.2383276114366,4.2,0,0,0,6600,0,0
22-Jan-2021 01:30:00,20.1708238259223,20.746970977638,20.7005982261358,23.0051321942317,20.0039541061178,4.3,0,4200,0,0,0,0
22-Jan-2021 01:45:00,20.0474640831424,23.2693502443789,20.6657966382751,20.3812854693186,19.8462390517362,4.4,4200,0,0,6600,0,0
22-Jan-2021 02:00:00,22.7696846394873,20.7399961367522,20.6339811946103,23.0062271285294,19.7309492311376,4.5,0,0,0,0,1800,0
22-Jan-2021 02:15:00,20.3644340044166,20.4401334819896,20.6056014120925,20.3805728959597,22.0867573251591,4.375,4200,0,0,0,0,0
22-Jan-2021 02:30:00,22.9654731679343,20.229420538887,20.5769059393987,20.0567903057762,19.9546107118545,4.25,0,0,0,0,1800,0
22-Jan-2021 02:45:00,20.4893278745616,20.0700879552872,20.5476587473728,19.8318656903461,22.2130410829764,4.125,0,0,0,0,0,0
22-Jan-2021 03:00:00,20.2249732070016,19.9442613804205,20.517262326684,19.6613700123721,20.0279546956006,4,0,0,0,0,1800,0
22-Jan-2021 03:15:00,20.0419444618553,19.8411018239291,20.4851365842698,19.5270177141237,22.2530400205524,4.1,4200,4200,4200,0,0,0
