Datetime,ZoneMeanAirTemperature 1,ZoneMeanAirTemperature 2,ZoneMeanAirTemperature 3,ZoneMeanAirTemperature 4,ZoneMeanAirTemperature 5,Environment,HeatInput 1,HeatInput 2,HeatInput 3,HeatInput 4,HeatInput 5,Total Solar Radiation
21-Jan-2021 19:45:00,21.4916799439147,18.9471509986369,19.3561061640852,18.9557101967128,18.7827198177907,4.975,0,4200,4200,6600,1800,0
21-Jan-2021 20:00:00,18.9672345288247,21.4721441137613,21.3982017208744,21.591371028671,20.9898285928528,4.8,4200,0,0,0,1800,0
21-Jan-2021 20:15:00,21.4935668609875,18.9465362533657,19.3752044419033,18.9750130088424,21.218070772734,4.625,0,4200,4200,6600,0,0
21-Jan-2021 20:30:00,18.968379369486,21.4715093242044,21.4174552693229,21.6065659047849,18.9252342252875,4.45,4200,0,0,0,1800,0
21-Jan-2021 20:45:00,21.4940800374079,18.9458078841488,19.3942447236907,18.9869605636896,21.0900694199039,4.275,0,4200,0,6600,0,0
21-Jan-2021 21:00:00,18.9681067795338,21.470397417196,19.2024879798531,21.6155881917103,18.8465683786511,4.1,4200,0,0,0,1800,0
21-Jan-2021 21:15:00,21.4917387397097,18.9429285984244,19.0800258934934,18.9922330397357,21.0348516029838,4,0,4200,0,6600,0,0
21-Jan-2021 21:30:00,18.9648122395783,21.4667909383541,18.9951254306064,21.6184990110069,18.8061102447719,3.9,4200,0,4200,0,1800,0
21-Jan-2021 21:45:00,21.4884179667643,18.9394655624604,21.1671037800262,18.9940156595372,21.0045595854873,3.8,0,4200,0,6600,0,0
21-Jan-2021 22:00:00,18.9619875687148,21.4639513396214,19.2188762836783,21.620062537287,18.7827637929463,3.7,4200,0,0,0,1800,0
21-Jan-2021 22:15:00,21.4864359290623,18.9375640554406,19.0752563827519,18.9959222599773,20.9863375352768,3.675,0,0,0,0,0,0
21-Jan-2021 22:30:00,18.9605940547262,18.6416464859739,18.9839056418659,18.6783667531418,18.7684012537823,3.65,0,0,0,0,0,0
21-Jan-2021 22:45:00,18.6633253568465,18.4387686321461,18.9166132772369,18.4598893251961,18.5294110217202,3.625,0,0,0,0,0,0
21-Jan-2021 23:00:00,18.4588887177515,18.2870176857892,18.8619246761497,18.2955713299813,18.3665833063803,3.6,0,0,0,0,0,0
21-Jan-2021 23:15:00,18.3058162342388,18.1688054504021,18.8147092265775,18.1672884647267,18.2462647509506,3.625,0,0,0,0,0,0
21-Jan-2021 23:30:00,18.1874909997402,18.0745941985751,18.7724644805153,18.0649557110835,18.1539349320391,3.65,0,0,0,0,0,0
