Datetime,ZoneMeanAirTemperature 1,ZoneMeanAirTemperature 2,ZoneMeanAirTemperature 3,ZoneMeanAirTemperature 4,ZoneMeanAirTemperature 5,Environment,HeatInput 1,HeatInput 2,HeatInput 3,HeatInput 4,HeatInput 5
21-Jan-2021 19:45:00,20.4191163937296,18.0563408767213,18.2877201358898,17.914333793859,18.4046779689844,4.975,0,0,0,6600,0
21-Jan-2021 20:00:00,17.9601496179813,17.9595449332596,18.1627485147426,20.7741482029564,18.362975842634,4.8,4200,4200,0,0,0
21-Jan-2021 20:15:00,20.5301512730775,20.7029588258239,18.0856782789938,18.2979640151047,18.3237455166509,4.625,0,0,0,0,0
21-Jan-2021 20:30:00,18.0362178573732,18.3147200939705,18.0334209975062,18.0823225541573,18.2856093021732,4.45,0,0,0,0,0
21-Jan-2021 20:45:00,17.7627806282451,18.1125055179766,17.9932250113435,17.9365469129415,18.2475094794904,4.275,4200,0,4200,6600,0
21-Jan-2021 21:00:00,20.3977617387313,17.9756497089423,20.1929376416506,20.7691074869789,18.2097888272133,4.1,0,4200,0,0,0
21-Jan-2021 21:15:00,17.9369127226996,20.6943902393863,18.2649578678938,18.275388919191,18.1747010392293,4,4200,0,0,0,0
21-Jan-2021 21:30:00,20.5080503000119,18.2912979633126,18.1362369991712,18.0494602240305,18.1420855435005,3.9,0,0,0,0,0
21-Jan-2021 21:45:00,18.0152106605047,18.0797966749761,18.0556079257669,17.8969726833496,18.1089481747875,3.8,0,0,0,6600,0
21-Jan-2021 22:00:00,17.7426241028049,17.9369570193704,17.9979085585963,20.7249341579285,18.0754520500826,3.7,4200,4200,4200,0,0
21-Jan-2021 22:15:00,20.3786912987901,20.6502419661963,20.1884140765587,18.2271354877374,18.043251541876,3.675,0,0,0,0,0
21-Jan-2021 22:30:00,17.9211395474143,18.2445376881387,18.2549724462437,17.9993412353868,18.0141601515048,3.65,0,0,0,0,0
21-Jan-2021 22:45:00,17.6728868401815,18.0320141385152,18.1204803919568,17.8467112015116,17.9850065466251,3.625,0,0,0,0,0
21-Jan-2021 23:00:00,17.5047205801704,17.8887427470193,18.0335505005012,17.7314439810779,17.955101232201,3.6,0,0,0,0,0
21-Jan-2021 23:15:00,17.3793072343846,17.7806893450543,17.970046944475,17.640277675782,17.9245631833604,3.625,0,0,0,0,0
21-Jan-2021 23:30:00,17.2826968400956,17.6960834299296,17.9201653418011,17.5664709762824,17.8947523532207,3.65,0,0,0,0,0
21-Jan-2021 23:45:00,17.2052904833656,17.6268191334288,17.8785634453713,17.5044519033123,17.8648403660442,3.675,0,0,0,0,0
22-Jan-2021 00:00:00,17.1414060468743,17.5682622178132,17.8423000606637,17.4509318177012,17.8348758170971,3.7,0,0,0,0,0
22-Jan-2021 00:15:00,17.0872332577498,17.5173504604517,17.8095825686898,17.4036370811761,17.8049006576217,3.8,0,0,0,0,0
22-Jan-2021 00:30:00,17.0415792582325,17.4734317866359,17.779608844202,17.3623022273455,17.7766935715469,3.9,0,0,0,0,0
22-Jan-2021 00:45:00,17.0013938909551,17.4338508100954,17.751346480942,17.3246721935309,17.7488150527945,4,0,0,0,0,0
22-Jan-2021 01:00:00,16.965269068007,17.3974898594528,17.7242846837766,17.2898351418276,17.7212033905786,4.1,0,0,0,0,0
22-Jan-2021 01:15:00,16.9321944919355,17.3635536132183,17.6980801529245,17.2571317199144,17.6938279627434,4.2,0,0,0,0,0
22-Jan-2021 01:30:00,16.9014344083528,17.3314662464817,17.6724988928561,17.2260767723967,17.6666722665502,4.3,0,0,0,0,0
22-Jan-2021 01:45:00,16.8724484295,17.3008068288639,17.6473798641188,17.1963103872903,17.6397272881129,4.4,0,0,0,0,0
22-Jan-2021 02:00:00,16.8448370471576,17.2712653667844,17.6226114280798,17.1675639130867,17.6129881385024,4.5,0,0,0,0,0
22-Jan-2021 02:15:00,16.8183033481136,17.2426121954273,17.5981157629236,17.1396358326915,17.5864522195729,4.375,0,0,0,0,0
22-Jan-2021 02:30:00,16.7882948047345,17.2103454085795,17.5728206162785,17.1083423812901,17.5548838762298,4.25,0,0,0,0,0
22-Jan-2021 02:45:00,16.7582089973456,17.1779007499282,17.5475429654355,17.0768614937412,17.5226827395381,4.125,0,0,0,0,0
22-Jan-2021 03:00:00,16.7281404524491,17.1454015493223,17.5222921102418,17.0453142592295,17.4900990376727,4,0,0,0,0,0
22-Jan-2021 03:15:00,16.6981226830954,17.1129030752561,17.4970665171036,17.0137555853994,17.4572764188167,4.1,0,0,0,0,0
22-Jan-2021 03:30:00,16.6724993249646,17.0847654025385,17.4728800018126,16.9862476160404,17.4295394480607,4.2,0,0,0,0,0
22-Jan-2021 03:45:00,16.647709830076,17.0574404064986,17.4488731848936,16.9595145483001,17.402546506984,4.3,0,0,0,0,0
22-Jan-2021 04:00:00,16.6235333963039,17.0307166714602,17.4250061704206,16.93335756645,17.3760858912758,4.4,0,0,0,0,0
22-Jan-2021 04:15:00,16.5998389305464,17.0044701921834,17.4012584783444,16.9076604013458,17.3500396967571,4.425,0,0,0,0,0
