Datetime,ZoneMeanAirTemperature 1,ZoneMeanAirTemperature 2,ZoneMeanAirTemperature 3,ZoneMeanAirTemperature 4,ZoneMeanAirTemperature 5,Environment,HeatInput 1,HeatInput 2,HeatInput 3,HeatInput 4,HeatInput 5
21-Jan-2021 19:45:00,17.5337871415999,17.5337871415988,19.3965615240951,17.7402916950568,23.2129894206207,4.975,0,0,0,0,4320
21-Jan-2021 20:00:00,23.7862245111753,23.7862245111742,24.2649277252889,24.2172678108021,17.379478343053,4.8,10080,10080,10080,15840,0
21-Jan-2021 20:15:00,17.4890927077458,17.4890927077447,19.3969433870606,17.7004906113091,22.8312198776285,4.625,0,0,0,0,4320
21-Jan-2021 20:30:00,23.7409495370207,23.7409495370196,24.2640785739449,24.1764608443904,23.1562627210392,4.45,10080,10080,10080,15840,4320
21-Jan-2021 20:45:00,17.4431708049837,17.4431708049826,19.39600910041,17.6595863377775,17.3221511948764,4.275,0,0,0,0,0
21-Jan-2021 21:00:00,23.6943555535415,23.6943555535405,24.2622066890303,24.1347974309215,22.7707512984605,4.1,10080,10080,10080,15840,4320
21-Jan-2021 21:15:00,17.404781709686,17.404781709685,19.3960734025469,17.6252758703916,23.1058718677365,4,0,0,0,0,4320
21-Jan-2021 21:30:00,23.6650890913886,23.6650890913876,24.265689105912,24.1097293288235,17.2799490942733,3.9,10080,10080,10080,15840,0
21-Jan-2021 21:45:00,17.3761630410423,17.3761630410413,19.3991214708371,17.6007456740966,22.7401163002616,3.8,0,0,0,0,4320
21-Jan-2021 22:00:00,23.6364354755758,23.6364354755748,24.2678122697256,24.0847070083782,23.0740221408144,3.7,10080,10080,10080,15840,4320
21-Jan-2021 22:15:00,17.3561215169015,17.3561215169004,19.4046180686066,17.584451703559,17.2592053038214,3.675,0,0,0,0,0
21-Jan-2021 22:30:00,23.6252563925324,23.6252563925314,19.0713605150458,17.0450785156693,22.727073602441,3.65,10080,10080,0,0,4320
21-Jan-2021 22:45:00,17.3421290970153,17.3421290970142,18.925659551053,23.8544973492661,17.1137517135958,3.625,0,0,0,15840,0
21-Jan-2021 23:00:00,23.6073214360559,23.6073214360548,18.8486376506353,17.4553766100726,22.6486839073628,3.6,10080,10080,0,0,4320
21-Jan-2021 23:15:00,17.3274447725388,17.3274447725378,18.8013499749967,23.9887802264532,17.0682628870469,3.625,0,0,0,15840,0
21-Jan-2021 23:30:00,23.5976790249346,23.5976790249335,18.7645761568556,17.5036621895333,22.6211558211052,3.65,10080,10080,0,0,4320
21-Jan-2021 23:45:00,17.3179068491558,17.3179068491548,18.7320869265936,16.971238970048,17.0453711934864,3.675,0,0,0,0,0
22-Jan-2021 00:00:00,23.5881624297454,23.5881624297444,18.6969039787981,23.7860495374935,22.5968395255607,3.7,10080,10080,0,15840,4320
22-Jan-2021 00:15:00,17.317316726676,17.317316726675,18.6699954129813,17.4016685471883,17.0316617072221,3.8,0,0,0,0,0
22-Jan-2021 00:30:00,23.597440245044,23.597440245043,18.6424776210371,23.9451531183512,22.5966218653815,3.9,10080,10080,0,15840,4320
22-Jan-2021 00:45:00,17.3280030927337,17.3280030927327,18.6192436602677,17.4706979549709,17.0347542431191,4,0,0,0,0,0
22-Jan-2021 01:00:00,23.6088631222208,23.6088631222198,18.5941081578976,23.9803471802902,22.6016168756184,4.1,10080,10080,0,15840,4320
22-Jan-2021 01:15:00,17.3399317576129,17.3399317576118,18.5724903153268,17.4929024469517,17.0409306637847,4.2,0,0,0,0,0
22-Jan-2021 01:30:00,23.6212136631143,23.6212136631132,18.5485709835469,23.9975471367273,22.6086254224466,4.3,10080,10080,0,15840,4320
