Datetime,ZoneMeanAirTemperature 1,ZoneMeanAirTemperature 2,ZoneMeanAirTemperature 3,ZoneMeanAirTemperature 4,ZoneMeanAirTemperature 5,Environment,HeatInput 1,HeatInput 2,HeatInput 3,HeatInput 4,HeatInput 5,Total Solar Radiation
21-Jan-2021 19:45:00,18.6352263956198,22.8506323804373,20.3501750350341,24.5349640027994,19.5938295996052,4.975,4200,4200,4200,6600,0,0
21-Jan-2021 20:00:00,21.4240846662586,23.0370404174101,22.5190382927818,24.569049281797,19.5265185609214,4.8,4200,4200,4200,6600,0,0
21-Jan-2021 20:15:00,21.8916626038529,23.1740998503814,22.8043554228998,24.6007079513642,19.4715504831955,4.625,4200,4200,4200,6600,0,0
21-Jan-2021 20:30:00,22.2157929851454,23.2806540228346,22.9958002849292,24.6312586335646,19.4259773172938,4.45,4200,4200,4200,6600,0,0
21-Jan-2021 20:45:00,22.4553976381556,23.3668040578542,23.1356925772121,24.6609862133606,19.3872285341976,4.275,4200,4200,0,6600,1800,0
21-Jan-2021 21:00:00,22.638174556765,23.4384706364489,21.0106823163383,24.689816694084,21.7969350782525,4.1,4200,4200,0,6600,1800,0
21-Jan-2021 21:15:00,22.7799999694138,23.4983599813804,20.7671745715206,24.7168455154958,22.1524306962657,4,4200,4200,0,6600,1800,0
21-Jan-2021 21:30:00,22.8932537827165,23.5503141757947,20.6180628731969,24.7432124932103,22.3907545209947,3.9,4200,4200,0,6600,1800,0
21-Jan-2021 21:45:00,22.9848679133389,23.5954832284052,20.5211254188992,24.7681726523264,22.5596991813307,3.8,4200,4200,0,6600,1800,0
21-Jan-2021 22:00:00,23.0605856981892,23.6355820187764,20.4562397156349,24.7920074615792,22.6839744603606,3.7,0,4200,0,6600,1800,0
21-Jan-2021 22:15:00,20.3033402174436,23.6717451548196,20.41190753328,24.8149403888011,22.7782490815584,3.675,0,0,0,0,0,0
21-Jan-2021 22:30:00,19.8618817370754,20.8844246916893,20.3795750445532,21.8946215455416,20.4095459703935,3.65,0,4200,0,6600,0,0
21-Jan-2021 22:45:00,19.5590550979179,23.2384788866033,20.3507844920823,24.3231427386011,20.0814056794071,3.625,0,0,4200,0,1800,0
21-Jan-2021 23:00:00,19.3375875666473,20.5915777238633,22.5584352945159,21.5561232620123,22.3061180710551,3.6,0,4200,0,6600,0,0
21-Jan-2021 23:15:00,19.1711737157361,23.0291487482075,20.6323846464741,24.0766665015479,20.0936449576151,3.625,0,0,4200,0,1800,0
21-Jan-2021 23:30:00,19.0437069960027,20.4396480552593,22.7361649848166,21.3740015256645,22.3027523801953,3.65,0,4200,0,0,0,0
21-Jan-2021 23:45:00,18.9436070359769,22.9175453997252,20.7510554554957,20.9966187240702,20.0878114424748,3.675,0,0,0,0,0,0
22-Jan-2021 00:00:00,18.8627496257125,20.3558647119854,20.5818673179124,20.7320339372308,19.8509749286914,3.7,0,4200,0,0,0,0
22-Jan-2021 00:15:00,18.7950191529672,22.8523577536084,20.4699526299626,20.5310139718824,19.6893769464684,3.8,0,0,0,0,0,0
22-Jan-2021 00:30:00,18.738538101297,20.3048405939883,20.388262732702,20.3742444841142,19.5713827022095,3.9,0,0,0,0,0,0
22-Jan-2021 00:45:00,18.6892404334378,19.9910540053582,20.323441585029,20.2479260494887,19.4800773943987,4,0,0,0,0,1800,0
